id,trait,SNP_01,SNP_02,SNP_03,SNP_04,SNP_05,SNP_06,SNP_07,SNP_08,SNP_09,SNP_10,SNP_11,SNP_12,SNP_13,SNP_14,SNP_15,class,SNP_01_ratio,SNP_02_ratio,SNP_03_ratio,SNP_04_ratio,SNP_05_ratio,SNP_06_ratio,SNP_07_ratio,SNP_08_ratio,SNP_09_ratio,SNP_10_ratio,SNP_11_ratio,SNP_12_ratio,SNP_13_ratio,SNP_14_ratio,SNP_15_ratio,trait_ratio
TRAIN_076,1,2,0,0,1,0,1,0,2,1,1,0,0,2,1,0,2,0.644927536231884,0.3333333333333333,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.11764705882352941,0.42168674698795183,0.5777777777777777,0.3673469387755102,0.0,0.6893203883495146,0.5906735751295337
TRAIN_077,1,2,2,1,0,2,1,0,1,0,2,1,0,0,0,0,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_078,1,2,0,1,0,1,0,1,2,0,2,0,0,1,0,1,2,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.5409836065573771,0.3,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_079,0,0,2,0,1,0,2,2,0,0,0,2,2,2,1,2,0,0.0,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,0.5384615384615384,0.0,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_080,1,1,2,1,0,2,1,0,1,0,2,1,0,1,0,0,1,0.5,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_081,1,2,1,1,0,2,1,0,0,1,2,0,1,1,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.27586206896551724,0.9565217391304348,0.7432432432432432,0.42168674698795183,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_082,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0.5,0.3333333333333333,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.0,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.0,0.6893203883495146,0.5906735751295337
TRAIN_083,0,1,2,0,1,0,2,2,0,1,0,2,2,2,2,2,0,0.5,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,0.9565217391304348,0.0,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_084,1,2,0,2,0,0,0,1,2,0,2,0,1,2,0,0,2,0.644927536231884,0.3333333333333333,0.6458333333333334,0.4067796610169492,0.1794871794871795,0.5409836065573771,0.3,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.6037735849056604,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_085,0,0,2,0,1,0,1,1,0,0,1,2,2,2,2,1,0,0.0,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.5980392156862745,0.3,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.8888888888888888,0.8,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_086,1,2,0,1,0,2,0,0,0,0,0,1,0,0,2,0,2,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.0,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.0,0.6893203883495146,0.5906735751295337
TRAIN_087,1,2,0,1,0,0,1,0,1,0,2,1,0,1,0,1,2,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_088,1,2,1,0,0,1,1,1,1,0,2,1,0,0,0,1,2,0.644927536231884,0.6373626373626373,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.3,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_089,1,2,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0.644927536231884,0.8222222222222222,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5409836065573771,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_090,1,2,1,1,0,1,2,0,2,1,2,1,1,0,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.6666666666666666,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_091,1,2,2,2,1,2,1,1,2,0,2,1,0,1,0,1,1,0.644927536231884,0.8222222222222222,0.6458333333333334,0.8548387096774194,0.8780487804878049,0.5980392156862745,0.3,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_092,1,2,0,2,0,0,1,0,1,0,2,0,0,2,0,2,2,0.644927536231884,0.3333333333333333,0.6458333333333334,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.2727272727272727,0.5906735751295337
TRAIN_093,1,2,2,1,0,2,1,0,1,0,2,1,0,0,0,2,2,0.644927536231884,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.2727272727272727,0.5906735751295337
TRAIN_094,1,2,1,1,0,2,0,0,2,0,2,1,0,1,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_095,1,2,1,1,0,2,1,0,1,1,2,0,0,0,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.9565217391304348,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_096,1,1,1,2,1,0,0,0,2,0,2,0,1,2,1,1,2,0.5,0.6373626373626373,0.6458333333333334,0.8548387096774194,0.1794871794871795,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.5906735751295337
TRAIN_097,0,0,2,0,1,1,1,1,1,0,1,2,2,2,1,2,0,0.0,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.4861111111111111,0.5980392156862745,0.3,0.4823529411764706,0.5384615384615384,0.11764705882352941,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_098,0,1,2,0,1,0,2,2,0,0,2,2,1,2,1,1,0,0.5,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,0.5384615384615384,0.7432432432432432,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_099,1,1,2,2,0,2,1,0,2,1,2,2,1,1,0,1,1,0.5,0.8222222222222222,0.6458333333333334,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.8888888888888888,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_100,0,1,2,0,2,0,2,2,0,2,0,2,1,2,1,1,0,0.5,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,1.0,0.0,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_101,1,2,2,2,1,2,1,0,2,0,2,2,1,1,0,1,1,0.644927536231884,0.8222222222222222,0.6458333333333334,0.8548387096774194,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.8888888888888888,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_102,0,1,2,0,2,1,1,1,0,1,0,2,1,2,1,0,0,0.5,0.8222222222222222,0.4528301886792453,1.0,0.4861111111111111,0.5980392156862745,0.3,0.27586206896551724,0.9565217391304348,0.0,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.6893203883495146,0.0
TRAIN_103,1,2,0,1,0,2,1,0,2,0,2,0,0,1,0,1,1,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_104,0,0,2,0,2,0,2,2,0,1,1,2,1,2,1,2,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,0.9565217391304348,0.11764705882352941,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_105,1,1,2,1,0,0,1,0,2,0,2,0,1,0,0,0,1,0.5,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.6037735849056604,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_106,0,2,2,0,1,0,1,2,0,0,1,2,2,2,1,2,0,0.644927536231884,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.5980392156862745,0.0,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_107,1,2,0,1,1,1,2,0,2,0,2,1,2,2,0,0,1,0.644927536231884,0.3333333333333333,0.6413043478260869,0.8548387096774194,0.4861111111111111,0.6666666666666666,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.8,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_108,1,2,0,1,0,0,1,0,2,0,2,2,0,2,0,0,1,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.8888888888888888,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_109,1,1,0,2,1,1,1,0,0,0,2,0,0,2,0,1,2,0.5,0.3333333333333333,0.6458333333333334,0.8548387096774194,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_110,1,2,0,1,1,0,1,0,2,0,2,0,0,1,0,1,1,0.644927536231884,0.3333333333333333,0.6413043478260869,0.8548387096774194,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_111,1,2,1,2,1,2,0,0,1,0,2,1,1,1,0,1,1,0.644927536231884,0.6373626373626373,0.6458333333333334,0.8548387096774194,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_112,1,1,1,1,2,2,1,0,2,0,1,0,0,0,0,1,1,0.5,0.6373626373626373,0.6413043478260869,1.0,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.11764705882352941,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_113,1,1,1,2,0,2,1,0,2,1,2,1,1,0,0,0,1,0.5,0.6373626373626373,0.6458333333333334,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_114,1,2,2,1,0,1,1,0,2,0,2,1,0,1,0,0,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_115,1,2,1,1,0,0,1,0,1,0,2,1,1,1,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_116,1,2,1,0,2,2,0,0,1,0,2,0,0,0,0,0,1,0.644927536231884,0.6373626373626373,0.4528301886792453,1.0,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_117,0,0,2,0,2,0,2,2,0,1,0,2,2,2,2,2,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,0.9565217391304348,0.0,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_118,1,1,2,0,0,1,2,0,0,0,0,1,0,1,0,1,2,0.5,0.8222222222222222,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.6666666666666666,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.0,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_119,1,1,2,1,1,0,0,0,2,0,2,0,1,1,0,1,2,0.5,0.8222222222222222,0.6413043478260869,0.8548387096774194,0.1794871794871795,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_120,1,2,1,1,1,2,0,0,0,0,2,2,0,2,0,0,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.8548387096774194,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.7432432432432432,0.8888888888888888,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_121,1,2,2,1,0,2,1,0,2,0,2,1,0,1,0,1,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_122,1,2,0,0,0,1,2,0,1,0,0,2,0,1,0,1,2,0.644927536231884,0.3333333333333333,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.6666666666666666,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.0,0.8888888888888888,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_123,0,1,1,0,2,0,2,2,0,2,0,2,1,2,1,1,0,0.5,0.6373626373626373,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,1.0,0.0,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_124,0,0,2,0,2,0,1,1,0,2,0,2,2,2,2,2,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.5980392156862745,0.3,0.27586206896551724,1.0,0.0,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_125,1,2,2,1,1,2,0,0,2,0,2,0,0,0,0,1,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.8548387096774194,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_126,1,2,2,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.8548387096774194,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_127,0,0,2,0,2,0,2,2,1,1,1,2,1,2,1,1,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.4823529411764706,0.9565217391304348,0.11764705882352941,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_128,1,2,1,0,0,1,1,0,1,0,1,0,1,1,0,1,2,0.644927536231884,0.6373626373626373,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.11764705882352941,0.42168674698795183,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_129,1,2,1,1,0,0,1,1,1,0,2,1,0,0,0,0,2,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.3,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_130,1,2,1,1,0,1,1,0,0,0,1,0,1,2,0,1,2,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.42168674698795183,0.6037735849056604,0.3673469387755102,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_131,0,0,2,0,1,0,2,2,1,1,1,2,1,2,0,1,0,0.0,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.1794871794871795,0.6666666666666666,0.0,0.4823529411764706,0.9565217391304348,0.11764705882352941,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.6551724137931034,0.5063291139240507,0.0
TRAIN_132,1,2,2,2,1,1,2,0,2,0,2,2,0,2,0,1,1,0.644927536231884,0.8222222222222222,0.6458333333333334,0.8548387096774194,0.4861111111111111,0.6666666666666666,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.8888888888888888,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_133,1,2,1,1,0,2,2,0,0,0,0,0,1,2,0,1,2,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.6666666666666666,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.0,0.42168674698795183,0.6037735849056604,0.3673469387755102,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_134,0,0,2,0,2,0,2,2,0,2,1,1,2,2,2,2,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,1.0,0.11764705882352941,0.6626506024096386,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_135,1,2,1,2,0,2,0,0,2,1,2,1,1,2,0,0,1,0.644927536231884,0.6373626373626373,0.6458333333333334,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_136,1,1,1,0,0,2,2,0,0,0,1,1,0,1,1,1,2,0.5,0.6373626373626373,0.4528301886792453,0.4067796610169492,0.8780487804878049,0.6666666666666666,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.0,0.5063291139240507,0.5906735751295337
TRAIN_137,0,0,2,0,2,0,2,2,1,0,0,2,1,2,1,1,0,0.0,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.4823529411764706,0.5384615384615384,0.0,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.5063291139240507,0.0
TRAIN_138,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,2,0.0,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_139,1,2,2,1,1,2,0,0,2,0,2,0,0,0,0,1,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.8548387096774194,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_140,1,2,2,1,1,2,1,1,2,0,2,1,0,0,0,1,1,0.644927536231884,0.8222222222222222,0.6413043478260869,0.8548387096774194,0.8780487804878049,0.5980392156862745,0.3,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_141,1,2,1,1,0,0,1,0,1,0,1,1,0,2,1,2,2,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.11764705882352941,0.6626506024096386,0.5777777777777777,0.3673469387755102,0.0,0.2727272727272727,0.5906735751295337
TRAIN_142,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,2,0.5,0.6373626373626373,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.6626506024096386,0.5777777777777777,0.5760869565217391,0.0,0.5063291139240507,0.5906735751295337
TRAIN_143,1,1,1,0,2,2,1,0,2,0,2,0,0,0,0,0,1,0.5,0.6373626373626373,0.4528301886792453,1.0,0.8780487804878049,0.5980392156862745,0.6441717791411042,0.8227848101265823,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_144,1,2,1,1,0,2,0,0,1,0,2,0,0,0,0,1,1,0.644927536231884,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_145,1,1,0,1,0,2,0,0,2,1,2,2,0,0,0,1,1,0.5,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.8888888888888888,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_146,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0.5,0.3333333333333333,0.4528301886792453,0.4067796610169492,0.4861111111111111,0.5409836065573771,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.0,0.42168674698795183,0.5777777777777777,0.5760869565217391,0.0,0.5063291139240507,0.5906735751295337
TRAIN_147,1,1,1,1,0,2,0,0,0,0,1,1,0,2,1,1,2,0.5,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.27586206896551724,0.5384615384615384,0.11764705882352941,0.6626506024096386,0.5777777777777777,0.3673469387755102,0.0,0.5063291139240507,0.5906735751295337
TRAIN_148,0,1,2,0,1,1,1,1,0,1,0,2,1,2,1,0,0,0.5,0.8222222222222222,0.4528301886792453,0.8548387096774194,0.4861111111111111,0.5980392156862745,0.3,0.27586206896551724,0.9565217391304348,0.0,0.8888888888888888,0.6037735849056604,0.3673469387755102,0.0,0.6893203883495146,0.0
TRAIN_149,1,2,1,2,0,2,0,0,2,1,2,2,0,0,0,1,1,0.644927536231884,0.6373626373626373,0.6458333333333334,0.4067796610169492,0.8780487804878049,0.5409836065573771,0.6441717791411042,0.8227848101265823,0.9565217391304348,0.7432432432432432,0.8888888888888888,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_150,0,2,2,0,2,0,2,2,0,2,0,2,2,2,1,2,0,0.644927536231884,0.8222222222222222,0.4528301886792453,1.0,0.1794871794871795,0.6666666666666666,0.0,0.27586206896551724,1.0,0.0,0.8888888888888888,0.8,0.3673469387755102,0.0,0.2727272727272727,0.0
TRAIN_151,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,2,0.5,0.6373626373626373,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.11764705882352941,0.42168674698795183,0.5777777777777777,0.8269230769230769,0.6551724137931034,0.5063291139240507,0.5906735751295337
TRAIN_152,1,2,0,1,0,1,1,0,1,0,2,1,1,1,0,0,2,0.644927536231884,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.4861111111111111,0.5980392156862745,0.6441717791411042,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.6626506024096386,0.6037735849056604,0.5760869565217391,0.6551724137931034,0.6893203883495146,0.5906735751295337
TRAIN_153,1,1,0,1,0,0,1,1,1,0,2,0,0,2,0,0,2,0.5,0.3333333333333333,0.6413043478260869,0.4067796610169492,0.1794871794871795,0.5980392156862745,0.3,0.4823529411764706,0.5384615384615384,0.7432432432432432,0.42168674698795183,0.5777777777777777,0.3673469387755102,0.6551724137931034,0.6893203883495146,0.5906735751295337
